0, -1, -1, 0, 400, 441, 356
0.109362, -1, -1, 0, 400, 441, 356
0.187544, -1, -1, 0, 400, 441, 356
0.29687, -1, -1, 0, 400, 441, 356
0.406248, -1, -1, 0, 400, 441, 356
0.515674, -1, -1, 0, 400, 441, 356
0.598998, -1, -1, 0, 400, 441, 356
0.692797, -1, -1, 0, 400, 441, 356
0.802179, -1, -1, 0, 400, 441, 356
0.9115, -1, -1, 0, 400, 441, 356
1.02088, -1, -1, 0, -80, 842, 356
1.09906, -1, -1, 0, -80, 842, 356
1.19278, -1, -1, 0, -80, 842, 356
1.28652, -1, -1, 0, -80, 842, 356
1.39593, -1, -1, 0, -80, 842, 356
1.53656, -1, -1, 0, -80, 842, 356
1.59906, -1, -1, 0, -80, 842, 356
1.69281, -1, -1, 0, -80, 842, 356
1.83344, -1, -1, 0, -80, 842, 356
1.91152, -1, -1, 0, -80, 842, 356
2.00532, -1, -1, 0, -80, 842, 356
2.11469, -1, -1, 0, -80, 842, 356
2.19282, -1, -1, 0, -80, 842, 356
2.3022, -1, -1, 0, -80, 842, 356
2.41157, -1, -1, 0, -80, 842, 356
2.50533, -1, -1, 0, -80, 842, 356
2.6147, -1, -1, 0, -80, 842, 356
2.69283, -1, -1, 0, -80, 842, 356
2.80221, -1, -1, 0, -80, 842, 356
2.91158, -1, -1, 0, -80, 842, 356
3.00527, -1, -1, 0, -80, 842, 356
3.11471, -1, -1, 0, -80, 842, 356
3.19281, -1, -1, 0, -80, 842, 356
3.30221, -1, -1, 0, -80, 842, 356
3.41159, -1, -1, 0, -80, 842, 356
3.7112, 32, 4, 359, -80, 842, 356
3.82054, 88, 16, 358, -80, 842, 356
3.89869, 131, 23, 358, -80, 842, 356
3.99239, 138, 22, 358, -80, 842, 356
4.10182, 132, 24, 358, -80, 842, 356
4.2112, 133, 25, 358, -80, 842, 356
4.30495, 136, 24, 358, -80, 842, 356
4.41433, 133, 24, 358, -80, 842, 356
4.71121, 152, 154, 0, -80, 842, 356
4.82058, 149, 178, 1, -80, 842, 356
4.89871, 146, 174, 1, -80, 842, 356
5.02371, 147, 173, 1, -80, 842, 356
5.11746, 148, 175, 1, -80, 842, 356
5.19559, 148, 197, 1, -80, 842, 356
5.32059, 161, 250, 2, -80, 842, 356
5.39872, 169, 312, 3, -80, 842, 356
5.61747, 169, 348, 4, -80, 842, 356
5.69559, 169, 342, 4, -80, 842, 356
5.80494, 171, 346, 4, -80, 842, 356
5.91435, 170, 346, 4, -80, 842, 356
6.0081, 173, 345, 4, -80, 842, 356
6.11748, 203, 350, 4, -80, 842, 356
6.1956, 240, 355, 3, -80, 842, 356
6.30498, 253, 357, 3, -80, 842, 356
6.41435, 244, 356, 3, -80, 842, 356
6.58618, 248, 357, 3, -80, 842, 356
6.71124, 247, 357, 3, -80, 842, 356
6.80494, 248, 357, 3, -80, 842, 356
6.91436, 248, 357, 3, -80, 842, 356
7.02374, 248, 357, 3, -80, 842, 356
7.10186, 248, 357, 3, -80, 842, 356
7.21124, 248, 357, 3, -80, 842, 356
7.30499, 248, 357, 3, -80, 842, 356
7.41433, 248, 357, 3, -80, 842, 356
7.58619, 248, 357, 3, -80, 842, 356
7.71125, 248, 357, 3, -80, 842, 356
7.80494, 248, 357, 3, -80, 842, 356
7.91438, 248, 357, 3, -80, 842, 356
8.02372, 248, 357, 3, -80, 842, 356
8.10186, 248, 357, 3, -80, 842, 356
8.2112, 248, 357, 3, -80, 842, 356
8.30501, 248, 357, 3, -80, 842, 356
8.39871, 248, 357, 3, -80, 842, 356
8.74251, 248, 357, 3, 922, 962, 356
8.82058, 248, 357, 3, 922, 962, 356
8.91439, 248, 357, 3, 922, 962, 356
8.99247, 248, 357, 3, 922, 962, 356
9.10188, 248, 357, 3, 922, 962, 356
9.21127, 248, 357, 3, 922, 962, 356
9.30502, 248, 357, 3, 922, 962, 356
9.4144, 248, 357, 3, -120, 0, 356
9.58623, 248, 357, 3, -120, 0, 356
9.71122, 248, 357, 3, -120, 0, 356
9.80498, 248, 357, 3, -120, 0, 356
9.89878, 248, 357, 3, -120, 962, 356
10.0082, 248, 357, 3, -120, 962, 356
10.1175, 248, 357, 3, -120, 962, 356
10.1956, 248, 357, 3, -120, 962, 356
10.305, 248, 357, 3, -120, 962, 356
10.4144, 248, 357, 3, -120, 962, 356
10.5862, 248, 357, 3, -120, 962, 356
10.7113, 248, 357, 3, -120, 962, 356
10.805, 248, 357, 3, -120, 962, 356
10.9144, 248, 357, 3, -120, 962, 356
11.0082, 248, 357, 3, -120, 962, 356
11.1175, 248, 357, 3, -120, 962, 356
11.1956, 248, 357, 3, -120, 962, 356
11.3051, 248, 357, 3, -120, 962, 356
11.4144, 248, 357, 3, -120, 962, 356
11.7113, 248, 357, 3, -120, 962, 356
11.8207, 248, 357, 3, -120, 962, 356
11.9301, 248, 357, 3, -120, 962, 356
12.0082, 248, 357, 3, -120, 962, 356
12.1019, 248, 357, 3, -120, 962, 356
12.1957, 248, 357, 3, -120, 962, 356
12.3017, 248, 357, 3, -120, 962, 356
12.4153, 248, 357, 3, -120, 962, 356
12.5871, 248, 357, 3, -120, 962, 356
12.7122, 248, 357, 3, -120, 962, 356
12.8059, 248, 357, 3, -120, 962, 356
12.9161, 248, 357, 3, -120, 962, 356
13.0255, 248, 357, 3, -120, 962, 356
13.1036, 248, 357, 3, -120, 962, 356
13.2129, 248, 357, 3, -120, 962, 356
13.3223, 248, 357, 3, -120, 962, 356
13.4161, 248, 357, 3, -120, 962, 356
13.5098, 248, 357, 3, -120, 962, 356
13.6035, 248, 357, 3, -120, 962, 356
